vehicle_id,driver_id,make,model,year,license_plate,color,is_active
528,1865,Nissan,Rogue,2025,MV439,Black,True
529,1869,Hyundai,Tucson,2024,XO682,Black,True
530,1870,Hyundai,Sonata,2026,AN176,Blue,True
531,1875,Ford,Focus,2021,MG324,Blue,False
532,1877,Honda,CR-V,2022,FB352,Grey,True
533,1881,Ford,Fusion,2016,YC899,Red,True
534,1882,Honda,Accord,2022,MY593,Blue,True
535,1883,Tesla,Model Y,2017,FS676,Grey,True
536,1885,Ford,Focus,2021,VA339,Black,True
537,1887,Nissan,Rogue,2018,PG814,Blue,True
538,1888,Tesla,Model 3,2024,ZS294,Blue,True
539,1890,Honda,Accord,2020,SF373,Black,True
540,1892,Hyundai,Sonata,2015,YQ755,White,True
541,1895,Hyundai,Tucson,2024,TC277,Silver,True
542,1896,Tesla,Model 3,2016,VS507,Grey,True
543,1900,Honda,Accord,2021,RF838,White,True
544,1902,Tesla,Model Y,2018,PD102,Red,False
545,1903,Nissan,Sentra,2018,RE411,Blue,True
546,1908,Nissan,Sentra,2024,NW547,Red,False
547,1912,Tesla,Model Y,2020,KY426,Black,True
548,1919,Hyundai,Elantra,2024,GY729,Blue,False
549,1920,Toyota,RAV4,2026,ZH968,Grey,True
550,1925,Tesla,Model 3,2016,OC794,White,True
551,1930,Ford,Escape,2025,OX270,Blue,True
552,1936,Tesla,Model Y,2020,AR285,Black,True
553,1941,Hyundai,Sonata,2020,NJ559,Silver,True
554,1959,Ford,Focus,2018,TI487,Grey,True
555,1961,Toyota,Corolla,2025,FM801,Blue,True
556,1965,Toyota,Prius,2015,SJ503,Silver,False
557,1966,Hyundai,Elantra,2026,FA635,Grey,True
558,1970,Ford,Escape,2024,GW152,Blue,True
559,1972,Toyota,RAV4,2016,WS488,Blue,True
560,1973,Nissan,Sentra,2020,RV775,White,False
561,1975,Hyundai,Sonata,2015,VH515,Grey,True
562,1977,Ford,Focus,2021,CV483,Red,True
563,1981,Tesla,Model 3,2016,YH622,Silver,True
564,1983,Nissan,Altima,2024,KJ987,Blue,True
565,1984,Ford,Fusion,2021,VU369,Black,True
566,1985,Honda,Accord,2017,TW893,Blue,True
567,1986,Honda,Civic,2023,AD991,Red,True
568,1987,Nissan,Altima,2026,JL722,Red,False
569,1988,Tesla,Model Y,2026,YS486,Black,True
570,1989,Nissan,Rogue,2023,TN218,Blue,True
571,1990,Tesla,Model 3,2016,OA395,Silver,True
572,1993,Honda,Accord,2019,MT328,Red,True
573,1997,Ford,Escape,2026,FC241,Blue,True
574,2002,Tesla,Model 3,2022,TK987,Red,True
575,2003,Honda,Civic,2026,RO770,Red,True
576,2005,Toyota,Prius,2018,GA401,Black,True
577,2010,Toyota,Camry,2026,LI381,Silver,True
578,2014,Hyundai,Tucson,2024,TQ725,Black,False
579,2019,Hyundai,Elantra,2021,FI450,Blue,True
580,2020,Tesla,Model Y,2018,HR234,Black,True
581,2021,Honda,Accord,2022,QX456,Red,False
582,2025,Hyundai,Tucson,2025,YI175,Grey,True
583,2028,Toyota,Prius,2018,VZ201,Blue,True
584,2031,Hyundai,Sonata,2024,HZ598,Silver,True
585,2033,Nissan,Rogue,2018,BW759,Grey,True
586,2034,Honda,Accord,2024,EZ991,Blue,True
587,2035,Hyundai,Elantra,2021,WV703,Blue,True
588,2038,Hyundai,Tucson,2017,XC221,Black,True
589,2040,Ford,Fusion,2025,OX370,Black,False
590,2042,Tesla,Model Y,2018,RD405,Red,False
591,2043,Tesla,Model 3,2024,NP486,Blue,True
592,2046,Ford,Escape,2025,QA341,Blue,True
593,2051,Ford,Focus,2021,MU633,Red,True
594,2054,Tesla,Model Y,2015,MU716,Red,True
595,2061,Tesla,Model Y,2024,IV337,Black,False
596,2062,Ford,Escape,2026,HV652,White,True
597,2064,Toyota,Prius,2015,DK724,Grey,True
598,2068,Ford,Fusion,2019,UQ577,White,True
599,2069,Hyundai,Elantra,2019,SY470,Silver,True
600,2074,Honda,Accord,2021,YB674,Black,True
601,2077,Ford,Fusion,2025,DM571,White,True
602,2085,Ford,Escape,2020,UI567,Black,True
603,2086,Honda,CR-V,2019,YS226,Blue,True
604,2089,Honda,Accord,2017,XV659,Red,False
605,2092,Toyota,Camry,2021,EU421,Red,False
606,2094,Tesla,Model 3,2015,QC792,Red,True
607,2101,Ford,Focus,2022,KA606,Blue,True
608,2103,Nissan,Altima,2015,GO466,Black,True
609,2104,Nissan,Rogue,2018,YB739,Red,True
610,2108,Ford,Fusion,2024,DP562,Blue,True
611,2109,Ford,Focus,2021,BT929,White,True
612,2113,Hyundai,Sonata,2023,EN168,Blue,True
613,2115,Hyundai,Tucson,2026,UJ550,Red,True
614,2117,Hyundai,Elantra,2018,BO914,Red,True
615,2127,Tesla,Model 3,2015,BG347,White,True
616,2130,Hyundai,Elantra,2025,AQ410,Red,True
617,2132,Ford,Escape,2019,UR724,Blue,True
618,2137,Ford,Focus,2022,BQ598,Black,True
619,2143,Honda,Accord,2019,UC404,White,True
620,2144,Tesla,Model Y,2016,OF394,White,True
621,2145,Hyundai,Sonata,2015,ME274,Red,True
622,2147,Toyota,Camry,2023,QF984,Red,True
623,2148,Ford,Focus,2023,TN267,Black,False
624,2154,Nissan,Rogue,2015,RF266,Silver,True
625,2160,Hyundai,Sonata,2019,UY126,Grey,True
626,2166,Tesla,Model Y,2021,JJ733,Red,True
627,2167,Toyota,Camry,2018,QK997,White,True
628,2168,Ford,Escape,2019,YA925,Black,False
629,2171,Toyota,Prius,2022,VA752,Silver,True
630,2176,Ford,Focus,2017,OE920,Blue,True
631,2185,Hyundai,Elantra,2017,QQ767,Blue,True
632,2186,Nissan,Rogue,2018,VS860,White,True
633,2188,Ford,Fusion,2024,KS961,Silver,False
634,2190,Toyota,Corolla,2019,FU664,Silver,True
635,2192,Hyundai,Sonata,2016,UO487,Blue,True
636,2196,Nissan,Rogue,2024,UI279,Grey,True
637,2199,Toyota,RAV4,2016,CC388,Black,True
638,2200,Tesla,Model Y,2025,NR164,Grey,False
639,2201,Hyundai,Elantra,2017,AN784,Grey,True
640,2203,Honda,Civic,2025,SV361,Blue,True
641,2210,Ford,Fusion,2026,DX539,Black,True
642,2221,Nissan,Sentra,2023,TM325,Silver,True
643,2222,Hyundai,Sonata,2017,DF791,Blue,True
644,2223,Nissan,Sentra,2024,ZP177,Red,True
645,2224,Nissan,Rogue,2016,MM716,Silver,True
646,2226,Ford,Escape,2025,EA447,Silver,True
647,2236,Ford,Focus,2021,RB832,White,True
648,2237,Tesla,Model Y,2026,QE925,Grey,True
649,2240,Nissan,Rogue,2018,AH186,Red,True
650,2241,Nissan,Altima,2020,TD914,Black,True
651,2249,Ford,Escape,2025,OB574,Silver,True
652,2251,Tesla,Model Y,2020,UY118,Grey,True
653,2254,Honda,CR-V,2015,ZF366,Silver,True
654,2255,Ford,Fusion,2026,NG527,Silver,True
655,2256,Toyota,RAV4,2015,VI731,Grey,True
656,2259,Hyundai,Elantra,2024,II198,Grey,True
657,2261,Tesla,Model Y,2025,GK323,Blue,True
658,2267,Honda,Civic,2016,ZT337,Silver,True
659,2268,Hyundai,Sonata,2024,MU333,Silver,True
660,2274,Honda,CR-V,2026,UF116,Silver,True
661,2276,Toyota,Corolla,2017,UI698,Grey,True
662,2286,Toyota,Prius,2022,KQ148,Red,True
663,2287,Toyota,Prius,2018,VP800,Red,True
664,2288,Toyota,Camry,2019,AC877,Grey,True
665,2291,Nissan,Sentra,2026,FA290,Red,True
666,2292,Hyundai,Elantra,2020,XX125,Grey,True
667,2297,Nissan,Altima,2020,JZ823,Grey,False
668,2305,Honda,CR-V,2024,VV408,Blue,True
669,2307,Ford,Focus,2023,EJ553,Grey,True
670,2318,Honda,CR-V,2024,FV348,Red,True
671,2319,Honda,Civic,2024,LG130,Grey,True
672,2325,Tesla,Model Y,2022,NT880,Red,True
673,2331,Honda,CR-V,2015,AS975,Grey,True
674,2332,Ford,Fusion,2026,CE284,Red,True
675,2339,Hyundai,Tucson,2015,HO303,Grey,True
676,2340,Tesla,Model Y,2020,LH933,Grey,True
677,2341,Nissan,Rogue,2021,AF399,Grey,True
678,2345,Toyota,RAV4,2019,RI871,Silver,True
679,2348,Honda,CR-V,2025,SO427,Grey,True
680,2349,Hyundai,Elantra,2017,MW314,Blue,True
681,2352,Tesla,Model Y,2023,BH465,Blue,True
682,2353,Toyota,Corolla,2017,TM780,Black,True
683,2354,Nissan,Sentra,2019,UY146,Blue,True
684,2357,Tesla,Model 3,2019,OA573,White,True
685,2358,Nissan,Altima,2019,EY945,Red,True
686,2362,Hyundai,Elantra,2017,JH728,Black,True
687,2365,Nissan,Altima,2019,MK944,Black,True
688,2368,Honda,CR-V,2024,EY203,Blue,True
689,2370,Tesla,Model 3,2016,WJ223,White,True
690,2371,Honda,Accord,2017,BL600,Red,True
691,2372,Nissan,Sentra,2021,LH852,Red,True
692,2378,Ford,Escape,2016,WY543,Grey,True
693,2380,Hyundai,Sonata,2021,NI778,Silver,True
694,2386,Toyota,RAV4,2024,QY811,White,True
695,2388,Hyundai,Sonata,2020,CW530,White,False
696,2391,Nissan,Sentra,2018,RO656,Black,False
697,2393,Honda,Civic,2015,ZL767,Black,True
698,2400,Toyota,Camry,2016,YI282,Silver,True
699,2415,Tesla,Model 3,2022,VA160,Silver,True
700,2417,Nissan,Altima,2021,HM997,Grey,True
701,2418,Honda,Civic,2021,WI663,Black,True
702,2419,Honda,CR-V,2025,QR977,White,True
703,2420,Hyundai,Elantra,2017,ED317,Silver,True
704,2427,Nissan,Altima,2022,LW387,Black,True
705,2431,Toyota,RAV4,2021,SO162,Blue,False
706,2435,Honda,Accord,2023,PH564,Red,True
707,2439,Honda,Civic,2016,QL361,Red,True
708,2442,Toyota,RAV4,2024,IW264,Black,True
709,2443,Ford,Fusion,2023,MN735,Grey,True
710,2445,Toyota,Corolla,2015,EG567,Grey,True
711,2446,Hyundai,Sonata,2025,EH576,Grey,True
712,2450,Ford,Focus,2020,NB744,Blue,True
713,2452,Hyundai,Tucson,2018,MM121,Grey,True
714,2456,Nissan,Altima,2026,ZO991,Silver,True
715,2457,Nissan,Altima,2022,TY886,Red,False
716,2458,Toyota,Camry,2022,TQ860,Red,True
717,2462,Nissan,Altima,2017,NJ422,White,True
718,2464,Tesla,Model 3,2020,SC395,White,True
719,2467,Honda,Civic,2024,EL370,Red,True
720,2472,Hyundai,Elantra,2015,SJ102,White,True
721,2473,Hyundai,Sonata,2019,SP445,Blue,True
722,2474,Nissan,Rogue,2019,VF544,Grey,True
723,2484,Hyundai,Elantra,2017,EX641,Silver,True
724,2486,Hyundai,Elantra,2025,BI939,White,True
725,2493,Ford,Focus,2016,FT267,Blue,True
726,2496,Honda,Accord,2025,QM330,White,True
727,2497,Tesla,Model 3,2026,FF901,Silver,True
728,2501,Nissan,Rogue,2023,NS113,Grey,True
729,2504,Hyundai,Tucson,2016,TE180,White,True
730,2505,Tesla,Model 3,2019,AM409,Grey,True
731,2507,Toyota,RAV4,2025,NM426,Blue,False
732,2508,Honda,Civic,2017,CO202,Blue,True
733,2514,Hyundai,Tucson,2015,SS208,Red,True
734,2521,Toyota,RAV4,2021,NF525,White,False
735,2523,Honda,Civic,2017,GL441,Blue,True
736,2525,Nissan,Altima,2016,MT217,Black,True
737,2526,Toyota,RAV4,2021,ST646,Red,True
738,2527,Ford,Fusion,2019,VE855,Black,True
739,2528,Honda,Accord,2024,SX995,Silver,True
740,2530,Tesla,Model Y,2025,TZ296,Blue,True
741,2532,Honda,Accord,2020,XR276,Blue,True
742,2533,Hyundai,Tucson,2024,HG696,Grey,True
743,2536,Nissan,Altima,2018,KY930,Grey,True
744,2537,Ford,Escape,2025,RX497,Blue,True
745,2539,Nissan,Sentra,2025,PM784,White,True
746,2547,Nissan,Sentra,2019,RQ202,Grey,True
747,2548,Tesla,Model Y,2025,OW829,Black,True
748,2550,Nissan,Sentra,2025,PO459,Black,True
749,2562,Hyundai,Tucson,2025,TF783,Grey,True
750,2564,Honda,Civic,2019,LY766,Blue,False
751,2565,Honda,Accord,2024,NA834,Blue,True
752,2570,Toyota,Prius,2025,JD753,Red,False
753,2571,Ford,Focus,2025,HI801,White,True
754,2574,Tesla,Model Y,2021,QF193,White,False
755,2577,Nissan,Rogue,2015,BQ799,Blue,True
756,2579,Nissan,Rogue,2020,ZI189,Grey,True
757,2580,Hyundai,Sonata,2025,TH154,White,True
758,2581,Tesla,Model 3,2016,DK459,Grey,True
759,2585,Ford,Escape,2024,GT380,White,True
760,2589,Ford,Fusion,2015,QX640,Grey,False
761,2590,Tesla,Model Y,2024,GY553,Grey,False
762,2592,Honda,Accord,2017,TC598,Silver,False
763,2595,Ford,Escape,2021,EE820,Blue,True
764,2598,Toyota,RAV4,2019,MA863,White,True
765,2601,Hyundai,Sonata,2019,AA611,White,True
766,2608,Honda,Civic,2023,CJ500,White,True
767,2609,Tesla,Model Y,2024,JB124,Grey,False
768,2610,Honda,CR-V,2020,UV968,Black,True
769,2612,Honda,CR-V,2024,WO826,Black,True
770,2613,Ford,Fusion,2017,ME638,Blue,True
771,2615,Hyundai,Elantra,2016,TX328,White,True
772,2616,Toyota,Camry,2023,XC786,Blue,True
773,2622,Hyundai,Elantra,2015,ZJ372,Silver,True
774,2624,Tesla,Model Y,2026,XU987,Silver,True
775,2627,Hyundai,Sonata,2026,VH449,White,True
776,2632,Honda,Accord,2024,BJ510,Blue,True
777,2635,Ford,Escape,2024,XS522,White,True
778,2647,Ford,Escape,2016,CG572,White,True
779,2648,Nissan,Sentra,2023,JD744,Silver,True
780,2651,Nissan,Altima,2026,AG129,Grey,True
781,2654,Toyota,Corolla,2022,QZ462,Silver,True
782,2656,Nissan,Rogue,2022,SP144,Blue,True
783,2658,Tesla,Model Y,2019,KE630,Black,True
784,2659,Nissan,Sentra,2017,UR221,Blue,True
785,2663,Hyundai,Tucson,2018,PE891,White,True
786,2665,Ford,Focus,2025,BS280,White,False
787,2670,Ford,Escape,2023,TR393,Red,True
788,2674,Toyota,Camry,2018,NU473,Silver,True
789,2678,Hyundai,Tucson,2020,KV949,Silver,True
790,2683,Ford,Escape,2025,MJ205,Red,True
791,2684,Toyota,Corolla,2025,FX399,Blue,True
792,2687,Tesla,Model 3,2017,ZV744,Red,True
793,2688,Nissan,Sentra,2020,WE924,Red,True
794,2696,Tesla,Model 3,2016,JA790,White,True
795,2698,Toyota,Camry,2022,KT553,Grey,True
796,2700,Ford,Fusion,2023,WU762,Silver,True
797,2701,Tesla,Model 3,2024,EB953,Black,True
798,2703,Ford,Fusion,2024,QF599,Silver,True
799,2705,Tesla,Model 3,2018,HK772,Black,True
800,2706,Tesla,Model 3,2024,HA270,Grey,True
801,2709,Hyundai,Sonata,2016,SP947,Red,True
802,2713,Hyundai,Sonata,2026,NN669,Silver,True
803,2714,Nissan,Rogue,2022,TZ350,Blue,True
804,2718,Honda,Accord,2020,DT755,Red,True
805,2719,Honda,CR-V,2017,IR114,White,True
806,2722,Hyundai,Sonata,2017,TM529,Blue,True
807,2725,Toyota,Corolla,2024,ES473,Red,True
808,2726,Toyota,Corolla,2026,YR107,White,True
809,2728,Ford,Escape,2023,BU567,White,True
810,2729,Hyundai,Tucson,2022,LM853,Grey,True
811,2731,Nissan,Rogue,2025,RE967,White,True
812,2743,Honda,Civic,2016,AC565,Black,False
813,2745,Tesla,Model 3,2021,PV881,Red,True
814,2750,Honda,Civic,2026,LH994,Red,True
815,2755,Nissan,Altima,2016,UA271,Silver,True
816,2756,Ford,Focus,2024,OT169,Red,True
817,2762,Toyota,Camry,2026,NN565,White,True
818,2763,Honda,CR-V,2019,DQ708,White,True
819,2766,Hyundai,Elantra,2023,NS440,White,True
820,2778,Honda,CR-V,2018,KP499,Red,True
821,2781,Nissan,Rogue,2025,EY599,Grey,True
822,2786,Ford,Fusion,2016,YU723,Black,True
823,2791,Nissan,Sentra,2020,XU345,Silver,True
824,2804,Tesla,Model Y,2017,YJ566,Red,True
825,2805,Ford,Fusion,2018,AJ770,Grey,True
826,2816,Tesla,Model 3,2016,HZ545,Grey,True
827,2822,Ford,Fusion,2022,JP668,Silver,True
828,2823,Nissan,Rogue,2024,ID253,Blue,True
829,2828,Nissan,Rogue,2025,WF715,Black,False
830,2829,Nissan,Rogue,2016,KH404,Blue,True
831,2834,Ford,Focus,2017,CV774,Grey,True
832,2836,Hyundai,Tucson,2023,GP899,Red,True
833,2838,Nissan,Sentra,2020,VT381,Silver,False
834,2843,Toyota,Corolla,2024,KM675,Black,True
835,2848,Honda,CR-V,2020,DA386,Red,True
836,2849,Nissan,Altima,2024,BP376,Silver,True
837,2852,Toyota,Camry,2017,PP530,Red,False
838,2853,Tesla,Model Y,2026,GU454,Red,True
839,2855,Hyundai,Tucson,2015,FC289,Black,True
840,2858,Nissan,Sentra,2022,PL464,Black,True
841,2859,Hyundai,Sonata,2018,BH984,Grey,True
842,2869,Ford,Fusion,2025,NC429,White,True
843,2871,Tesla,Model 3,2020,YS438,Grey,True
844,2878,Nissan,Altima,2015,YV612,Grey,True
845,2879,Ford,Fusion,2024,FB937,Grey,True
846,2882,Toyota,Prius,2025,EW811,Red,True
847,2886,Honda,Accord,2019,XS256,Grey,True
848,2891,Tesla,Model Y,2022,TX903,Grey,True
849,2900,Honda,Accord,2024,CS218,Grey,True
850,2901,Nissan,Altima,2019,GQ242,Grey,True
851,2903,Hyundai,Elantra,2020,PG736,Blue,True
852,2904,Honda,Accord,2022,GO645,Blue,True
853,2915,Hyundai,Elantra,2025,BG155,Red,True
854,2926,Hyundai,Elantra,2023,JX785,Red,True
855,2928,Tesla,Model 3,2025,FZ979,Black,True
856,2939,Nissan,Altima,2019,JJ355,Grey,True
857,2940,Nissan,Rogue,2023,IO182,Black,True
858,2944,Honda,Civic,2017,JR794,White,True
859,2946,Ford,Focus,2020,TA588,Blue,True
860,2947,Hyundai,Tucson,2025,YI893,White,False
861,2949,Hyundai,Sonata,2022,PN452,Silver,True
862,2951,Ford,Escape,2023,AO439,Blue,True
863,2954,Hyundai,Tucson,2015,XR468,Grey,False
864,2955,Hyundai,Sonata,2022,NE612,Red,True
865,2956,Hyundai,Sonata,2023,YH995,Blue,True
866,2957,Toyota,Corolla,2017,KC155,Silver,True
867,2959,Hyundai,Tucson,2020,AW371,White,True
868,2963,Hyundai,Tucson,2020,PN621,White,True
869,2964,Nissan,Rogue,2019,KC620,Silver,True
870,2970,Ford,Escape,2026,YY805,Silver,True
871,2973,Ford,Focus,2021,TC863,White,True
872,2974,Hyundai,Elantra,2024,ZP537,Silver,True
873,2978,Toyota,Corolla,2021,UB704,Grey,True
874,2980,Tesla,Model Y,2020,WR976,Grey,True
875,2982,Ford,Focus,2017,YL386,White,True
876,2987,Toyota,Camry,2025,CP352,White,True
877,2996,Tesla,Model Y,2022,WH967,Grey,True
878,2997,Tesla,Model 3,2016,VF981,Grey,True
879,2998,Hyundai,Tucson,2022,RS902,Silver,False
880,3007,Honda,Accord,2019,LC152,Red,True
881,3011,Toyota,Prius,2017,IL718,Blue,True
882,3018,Ford,Escape,2021,MG800,Red,True
883,3021,Hyundai,Sonata,2018,IB718,Grey,True
884,3034,Hyundai,Sonata,2023,TC813,Red,True
885,3037,Nissan,Rogue,2016,RZ527,Blue,True
886,3040,Toyota,RAV4,2022,LQ924,Blue,True
887,3045,Nissan,Altima,2025,AL636,Black,True
888,3049,Honda,Civic,2024,LR908,Blue,True
889,3057,Honda,CR-V,2026,XC168,Blue,True
890,3058,Nissan,Sentra,2015,XX755,Silver,True
891,3061,Toyota,Camry,2015,ZD529,Silver,True
892,3068,Hyundai,Sonata,2017,KO163,Grey,False
893,3069,Tesla,Model Y,2024,II444,Silver,True
894,3074,Hyundai,Sonata,2020,WZ686,Silver,True
895,3076,Toyota,Camry,2023,TM525,Black,True
896,3078,Hyundai,Tucson,2022,VL347,White,True
897,3081,Tesla,Model 3,2024,HT456,Silver,True
898,3084,Nissan,Sentra,2026,VD883,Silver,True
899,3085,Nissan,Sentra,2017,MB306,Silver,True
900,3087,Toyota,Camry,2020,UP395,Silver,True
901,3090,Toyota,Corolla,2021,PA884,White,True
902,3091,Hyundai,Sonata,2018,BJ889,Silver,True
903,3093,Ford,Focus,2023,AS228,Blue,True
904,3107,Hyundai,Tucson,2017,HZ156,White,True
905,3108,Ford,Focus,2017,AW134,Red,True
906,3110,Toyota,RAV4,2025,JK102,Blue,True
907,3111,Ford,Fusion,2018,JD312,Silver,True
908,3112,Toyota,Camry,2026,RI765,Blue,False
909,3113,Honda,Civic,2020,AY841,Blue,True
910,3114,Nissan,Altima,2017,HT753,Red,True
911,3115,Nissan,Altima,2017,ZW138,Silver,True
912,3116,Ford,Focus,2016,RE839,Silver,True
913,3117,Nissan,Sentra,2016,FC459,Blue,True
914,3119,Honda,CR-V,2023,ZR490,Silver,True
915,3120,Nissan,Rogue,2025,AV913,Silver,True
916,3123,Honda,Accord,2025,GS152,White,True
917,3131,Honda,Accord,2025,MM394,Blue,True
918,3132,Honda,Accord,2020,YF136,Grey,False
919,3134,Honda,Civic,2021,YX882,Black,False
920,3139,Honda,CR-V,2015,XB117,Silver,True
921,3140,Tesla,Model 3,2020,HQ584,Grey,True
922,3143,Ford,Escape,2022,LR618,Black,True
923,3144,Hyundai,Tucson,2025,RM913,White,True
924,3145,Ford,Fusion,2018,VI511,Red,True
925,3146,Tesla,Model 3,2017,UW638,Red,True
926,3147,Honda,CR-V,2022,XA677,Silver,True
927,3151,Hyundai,Tucson,2015,VO673,Black,True
928,3156,Nissan,Altima,2026,RR600,White,True
929,3165,Honda,CR-V,2022,AE103,Red,False
930,3177,Honda,Accord,2021,MK744,Black,True
931,3179,Ford,Escape,2019,FT411,Blue,True
932,3181,Ford,Escape,2022,WK205,Silver,True
933,3182,Hyundai,Tucson,2021,CM958,Silver,True
934,3186,Tesla,Model 3,2021,JW761,Silver,True
935,3188,Hyundai,Tucson,2026,NW608,Grey,True
936,3192,Honda,Civic,2019,TG273,White,True
937,3217,Honda,Civic,2021,GX162,White,True
938,3220,Tesla,Model 3,2015,HK988,Blue,True
939,3222,Hyundai,Elantra,2018,XN856,Blue,True
940,3227,Ford,Focus,2025,EG180,Black,True
941,3229,Nissan,Sentra,2015,BG953,White,True
942,3233,Toyota,Camry,2017,TO935,White,True
943,3242,Hyundai,Tucson,2016,JI976,Silver,True
944,3244,Honda,CR-V,2020,AQ394,Silver,True
945,3250,Ford,Focus,2017,QB708,White,True
946,3252,Toyota,Camry,2026,YY336,White,True
947,3253,Toyota,Corolla,2016,NP127,White,True
948,3258,Tesla,Model 3,2025,BQ657,Grey,True
949,3259,Nissan,Sentra,2015,XT440,Grey,True
950,3263,Hyundai,Tucson,2026,RP198,White,True
951,3264,Honda,CR-V,2021,BT430,Black,True
952,3267,Hyundai,Sonata,2024,FB288,Silver,True
953,3269,Nissan,Rogue,2021,VW381,Grey,True
954,3270,Hyundai,Sonata,2023,DT157,Red,True
955,3272,Hyundai,Tucson,2018,WT471,Blue,True
956,3280,Ford,Escape,2018,CR665,Black,True
957,3282,Toyota,Corolla,2018,XW501,White,True
958,3284,Honda,Accord,2016,UJ292,Grey,False
959,3289,Hyundai,Sonata,2026,HC959,White,True
960,3290,Hyundai,Tucson,2018,CG899,Blue,True
961,3293,Honda,Accord,2024,VE428,Grey,True
962,3296,Hyundai,Tucson,2022,ZM561,White,True
963,3303,Nissan,Sentra,2019,MD807,White,False
964,3304,Honda,Civic,2021,DK386,White,True
965,3321,Honda,Civic,2023,RI264,White,True
966,3322,Nissan,Sentra,2023,RK301,Silver,True
967,3327,Honda,Civic,2024,RB445,Black,True
968,3334,Hyundai,Tucson,2024,KF128,Grey,True
969,3336,Toyota,Corolla,2019,ZM384,Black,True
970,3343,Ford,Escape,2024,HF289,White,True
971,3345,Ford,Fusion,2025,VD553,Black,True
972,3347,Nissan,Rogue,2024,DT325,Grey,True
973,3350,Nissan,Rogue,2015,UM456,Silver,True
974,3362,Honda,CR-V,2026,BJ728,White,True
975,3363,Hyundai,Sonata,2020,OZ215,White,True
976,3370,Tesla,Model 3,2026,VV312,Red,True
977,3379,Nissan,Rogue,2024,FE473,Black,True
978,3381,Tesla,Model 3,2018,AK448,Black,True
979,3383,Nissan,Altima,2023,HT448,Blue,True
980,3386,Ford,Escape,2026,PV620,White,True
981,3388,Hyundai,Elantra,2017,AP330,Grey,True
982,3389,Honda,Civic,2022,PI105,Black,True
983,3390,Toyota,RAV4,2019,LW717,Red,True
984,3391,Hyundai,Tucson,2019,IJ567,Blue,True
985,3395,Ford,Escape,2024,PX860,Black,True
986,3404,Honda,CR-V,2025,WZ475,Blue,True
987,3405,Toyota,RAV4,2017,BR685,Grey,True
988,3407,Hyundai,Tucson,2026,VV100,White,True
989,3411,Honda,CR-V,2020,YE799,Grey,True
990,3413,Ford,Focus,2016,UG205,Grey,True
991,3421,Ford,Fusion,2021,CO856,White,True
992,3424,Toyota,Camry,2025,YC532,Blue,True
993,3426,Nissan,Rogue,2025,JM126,Red,True
994,3431,Toyota,Prius,2021,XC682,Silver,True
995,3433,Honda,Civic,2019,TS534,White,True
996,3435,Ford,Escape,2017,KX832,Black,True
997,3442,Ford,Focus,2018,HS850,White,False
998,3444,Nissan,Sentra,2018,IN402,Silver,True
999,3450,Nissan,Rogue,2018,ZP961,Blue,True
1000,3451,Honda,CR-V,2018,ZM372,Black,True
1001,3454,Toyota,Prius,2021,NE792,Red,True
1002,3457,Toyota,Prius,2026,NF346,Black,True
1003,3458,Honda,Civic,2017,HK472,Grey,True
1004,3461,Hyundai,Sonata,2022,WY700,Silver,True
1005,3468,Hyundai,Elantra,2022,SM545,Grey,True
1006,3471,Hyundai,Sonata,2017,AL388,Red,True
1007,3475,Honda,Civic,2025,HA577,Grey,True
1008,3476,Tesla,Model 3,2015,EX852,Grey,True
1009,3484,Toyota,Corolla,2019,MC238,Silver,True
1010,3486,Toyota,Prius,2024,XR501,Grey,True
1011,3493,Honda,Civic,2026,JA215,Red,True
1012,3500,Nissan,Rogue,2015,EL768,Black,True
1013,3502,Tesla,Model 3,2015,PR946,Grey,False
1014,3503,Nissan,Sentra,2017,OA549,Grey,True
1015,3504,Toyota,Prius,2017,GM683,Black,True
1016,3506,Tesla,Model 3,2026,QM116,Blue,True
1017,3510,Ford,Escape,2016,BK233,Black,True
1018,3511,Nissan,Altima,2018,BM801,Black,True
1019,3516,Ford,Fusion,2015,HB904,White,True
1020,3523,Nissan,Rogue,2022,MM625,Red,True
1021,3525,Hyundai,Sonata,2021,HN115,Blue,False
1022,3528,Ford,Focus,2019,AL218,Black,True
1023,3531,Honda,Accord,2020,BE173,Blue,True
1024,3532,Ford,Escape,2026,XQ372,White,False
1025,3534,Hyundai,Elantra,2017,UC801,Black,True
1026,3538,Honda,CR-V,2016,UU497,Black,False
1027,3539,Toyota,Corolla,2026,NI181,Blue,True
1028,3546,Nissan,Altima,2016,AT966,Silver,True
1029,3555,Ford,Focus,2019,RS297,Black,True
1030,3560,Toyota,RAV4,2015,DA433,Grey,True
1031,3561,Nissan,Altima,2020,GS291,Silver,True
1032,3567,Nissan,Sentra,2018,BS608,Blue,True
1033,3572,Honda,Civic,2022,DF107,White,True
1034,3581,Toyota,Prius,2026,BZ428,Grey,True
1035,3583,Toyota,RAV4,2015,XH836,Grey,True
1036,3586,Nissan,Rogue,2020,UA231,White,True
1037,3589,Hyundai,Elantra,2025,EL201,Black,False
1038,3594,Tesla,Model 3,2016,EA900,Red,False
1039,3596,Nissan,Altima,2015,TI891,Black,True
1040,3599,Tesla,Model 3,2026,KF268,Red,True
1041,3607,Nissan,Sentra,2024,WG910,White,True
1042,3609,Nissan,Sentra,2023,YO628,Blue,True
1043,3612,Ford,Focus,2020,YL178,Grey,True
